API Well Number,County Code,API Hole Number,Sidetrack,Completion,Well Name,Company Name,Operator Number,Well Type,Map Symbol,Well Status ,Status Date,Permit Application Date,Permit Issued Date,Date Spudded,Date of Total Depth,Date Well Completed,Date Well Plugged,Date Well Confidentiality Ends,Confidentiality Code,Town,Quad,Quad Section,Producing Field,Producing Formation,Financial Security,Slant,County,Region,State Lease,"Proposed Depth, ft",Surface Longitude,Surface Latitude,Bottom Hole Longitude,Bottom Hole Latitude,"True Vertical Depth, ft","Measured Depth, ft","Kickoff, ft","Drilled Depth, ft","Elevation, ft",Original Well Type,Permit Fee,Objective Formation,Depth Fee,Spacing,Spacing Acres,Integration,Hearing Date,Date Last Modified,DEC Database Link,Location 1
31013242530000,13,24253,0,0,Bently 1-469     ,PPP Future Development Inc.,2740,GD,GW,AC,,2005-08-25T00:00:00,2005-09-09T00:00:00,2005-12-06T00:00:00,2005-12-10T00:00:00,2006-01-12T00:00:00,,2007-12-06T00:00:00,Released,Kiantone,Jamestown,G,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,4700.0,-79.22468999999998,42.00748,-79.22468999999998,42.00748,4735.0,4735.0,0.0,4735.0,1500.0,GD,2000.0,Medina,1900.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2018-07-20T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242530000'},"{'longitude': '-79.22469', 'needs_recoding': False, 'latitude': '42.00748'}"
31013242540000,13,24254,0,0,Frankson 1-025     ,PPP Future Development Inc.,2740,GD,GW,AC,,2005-08-25T00:00:00,2005-09-09T00:00:00,2005-11-22T00:00:00,2005-11-27T00:00:00,2005-12-15T00:00:00,,2007-11-22T00:00:00,Released,Kiantone,Jamestown,G,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,4750.0,-79.21989999999998,42.01353,-79.21989999999998,42.01353,4748.0,4748.0,0.0,4748.0,1580.0,GD,2000.0,Medina,1900.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2018-07-20T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242540000'},"{'longitude': '-79.2199', 'needs_recoding': False, 'latitude': '42.01353'}"
31013242550000,13,24255,0,0,LEBC 3-173     ,PPP Future Development Inc.,2740,GD,GW,AC,,2005-08-25T00:00:00,2005-10-05T00:00:00,2005-11-21T00:00:00,2005-12-01T00:00:00,2005-12-22T00:00:00,,2007-11-21T00:00:00,Released,Carroll,Jamestown,I,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,4650.0,-79.1455,42.0222,-79.1455,42.0222,4644.0,4644.0,0.0,4644.0,1380.0,GD,2000.0,Medina,1900.0,,,,,2018-07-20T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242550000'},"{'longitude': '-79.1455', 'needs_recoding': False, 'latitude': '42.0222'}"
31013242640001,13,24264,0,1,Wiggers 3-075A     ,PPP Future Development Inc.,2740,GD,GW,SI,2019-04-17T00:00:00,2006-05-25T00:00:00,2006-05-26T00:00:00,2006-09-11T00:00:00,2006-09-16T00:00:00,2006-09-28T00:00:00,,2008-09-11T00:00:00,Released,Clymer,North Clymer,D,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,4250.0,-79.58463,42.06075,-79.58463,42.06075,4264.0,4264.0,0.0,4264.0,1545.0,GD,1810.0,Medina,1710.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2018-07-20T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242640001'},"{'longitude': '-79.58463', 'needs_recoding': False, 'latitude': '42.06075'}"
31013242650000,13,24265,0,0,Marsh 2-009     ,PPP Future Development Inc.,2740,GD,GW,AC,,2005-09-15T00:00:00,2005-12-01T00:00:00,2005-12-23T00:00:00,2005-12-28T00:00:00,2006-01-19T00:00:00,,2007-12-23T00:00:00,Released,Poland,Ivory,A,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,4350.0,-79.1211,42.09398,-79.1211,42.09398,4414.0,4414.0,0.0,4414.0,1370.0,GD,1810.0,Medina,1710.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2018-07-20T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242650000'},"{'longitude': '-79.1211', 'needs_recoding': False, 'latitude': '42.09398'}"
31013242660000,13,24266,0,0,Marsh 3-010     ,PPP Future Development Inc.,2740,GD,GW,AC,,2005-09-15T00:00:00,2005-12-01T00:00:00,2006-02-15T00:00:00,2006-02-22T00:00:00,2006-03-02T00:00:00,,2008-02-15T00:00:00,Released,Poland,Jamestown,C,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,4350.0,-79.12541,42.09742,-79.12541,42.09742,4336.0,4336.0,0.0,4336.0,1350.0,GD,1810.0,Medina,1710.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2018-07-20T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242660000'},"{'longitude': '-79.12541', 'needs_recoding': False, 'latitude': '42.09742'}"
31013242730000,13,24273,0,0,Kane 1     ,Chautauqua Energy Drilling Inc.,2752,GD,GW,AC,,2005-09-26T00:00:00,2005-09-29T00:00:00,2005-11-15T00:00:00,2005-11-15T00:00:00,2005-12-27T00:00:00,,2006-05-15T00:00:00,Released,Carroll,Ivory,D,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,4900.0,-79.12144999999998,42.05341,-79.12144999999998,42.05341,4800.0,4800.0,0.0,4800.0,1645.0,GD,2000.0,Medina,1900.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2014-12-19T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242730000'},"{'longitude': '-79.12145', 'needs_recoding': False, 'latitude': '42.05341'}"
31013242750000,13,24275,0,0,Lapp 6     ,Universal Resources Holdings Incorporated,778,GD,GW,AC,,2005-09-30T00:00:00,2005-10-05T00:00:00,2005-12-06T00:00:00,2005-12-09T00:00:00,2005-12-15T00:00:00,,2006-06-06T00:00:00,Released,Charlotte,Cassadaga,C,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3350.0,-79.27356,42.34154,-79.27356,42.34154,3415.0,3415.0,0.0,3415.0,1475.0,GD,1430.0,Medina,1330.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-06-06T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242750000'},"{'longitude': '-79.27356', 'needs_recoding': False, 'latitude': '42.34154'}"
31013242760000,13,24276,0,0,Lapp 7     ,Universal Resources Holdings Incorporated,778,GD,GW,AC,,2005-09-30T00:00:00,2005-10-05T00:00:00,2005-12-01T00:00:00,2005-12-04T00:00:00,2005-12-15T00:00:00,,2006-06-01T00:00:00,Released,Charlotte,Cassadaga,C,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3350.0,-79.27032,42.33753,-79.27032,42.33753,3365.0,3365.0,0.0,3365.0,1462.0,GD,1430.0,Medina,1330.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-06-01T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242760000'},"{'longitude': '-79.27032', 'needs_recoding': False, 'latitude': '42.33753'}"
31013242770000,13,24277,0,0,Woncki 5     ,Universal Resources Holdings Incorporated,778,GD,GW,AC,,2005-09-30T00:00:00,2005-10-05T00:00:00,2006-02-28T00:00:00,2006-03-05T00:00:00,2006-04-27T00:00:00,,2006-08-28T00:00:00,Released,Charlotte,Cassadaga,I,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3625.0,-79.25667,42.28457,-79.25667,42.28457,3707.0,3707.0,0.0,3707.0,1552.0,GD,1620.0,Medina,1520.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-08-29T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242770000'},"{'longitude': '-79.25667', 'needs_recoding': False, 'latitude': '42.28457'}"
31013242780000,13,24278,0,0,Horton 1     ,Universal Resources Holdings Incorporated,778,GD,GW,AC,,2005-09-30T00:00:00,2005-10-05T00:00:00,2006-01-31T00:00:00,2006-02-04T00:00:00,2006-05-25T00:00:00,,2006-07-31T00:00:00,Released,Charlotte,Hamlet,A,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3750.0,-79.24883,42.34335,-79.24883,42.34335,3753.0,3753.0,0.0,3753.0,1820.0,GD,1620.0,Medina,1520.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-08-01T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242780000'},"{'longitude': '-79.24883', 'needs_recoding': False, 'latitude': '42.34335'}"
31013242790000,13,24279,0,0,Horton 2     ,Universal Resources Holdings Incorporated,778,GD,GW,AC,,2005-09-30T00:00:00,2005-10-05T00:00:00,2006-02-14T00:00:00,2006-02-17T00:00:00,2006-05-25T00:00:00,,2006-08-14T00:00:00,Released,Charlotte,Hamlet,A,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3750.0,-79.24133,42.34107,-79.24133,42.34107,3848.0,3848.0,0.0,3848.0,1900.0,GD,1620.0,Medina,1520.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-10-23T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242790000'},"{'longitude': '-79.24133', 'needs_recoding': False, 'latitude': '42.34107'}"
31013242800000,13,24280,0,0,Gierlinger 4     ,Universal Resources Holdings Incorporated,778,GD,GW,AC,,2005-09-30T00:00:00,2005-10-05T00:00:00,2005-12-21T00:00:00,2005-12-27T00:00:00,2006-01-18T00:00:00,,2006-06-21T00:00:00,Released,Charlotte,Hamlet,D,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3950.0,-79.20967,42.30253,-79.20967,42.30253,3953.0,3953.0,0.0,3953.0,1860.0,GD,1620.0,Medina,1520.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-06-20T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242800000'},"{'longitude': '-79.20967', 'needs_recoding': False, 'latitude': '42.30253'}"
31013242810000,13,24281,0,0,Spaulding 2     ,Universal Resources Holdings Incorporated,778,GD,GW,AC,,2005-09-30T00:00:00,2005-10-05T00:00:00,2006-01-09T00:00:00,2006-01-12T00:00:00,2006-05-19T00:00:00,,2006-07-09T00:00:00,Released,Charlotte,Hamlet,D,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3700.0,-79.22696999999998,42.30863,-79.22696999999998,42.30863,3645.0,3645.0,0.0,3645.0,1618.0,GD,1620.0,Medina,1520.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-07-10T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242810000'},"{'longitude': '-79.22697', 'needs_recoding': False, 'latitude': '42.30863'}"
31013242820001,13,24282,0,1,Wilson 4A     ,Universal Resources Holdings Incorporated,778,GD,GW,AC,,2005-11-04T00:00:00,2005-11-04T00:00:00,2005-12-30T00:00:00,2006-01-05T00:00:00,2006-05-04T00:00:00,,2006-06-30T00:00:00,Released,Charlotte,Hamlet,E,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3900.0,-79.20361099999998,42.30345,-79.20361099999998,42.30345,3982.0,3982.0,0.0,3982.0,1932.0,GD,1620.0,Medina,1520.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-07-03T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242820001'},"{'longitude': '-79.203611', 'needs_recoding': False, 'latitude': '42.30345'}"
31013242880000,13,24288,0,0,Lapp 2     ,Universal Resources Holdings Incorporated,778,GD,GW,AC,,2005-10-14T00:00:00,2005-10-28T00:00:00,2006-01-14T00:00:00,2006-01-17T00:00:00,2006-02-10T00:00:00,,2006-07-14T00:00:00,Released,Charlotte,Cassadaga,C,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3350.0,-79.27890499999998,42.34708,-79.27890499999998,42.34708,3313.0,3313.0,0.0,3313.0,1405.0,GD,1430.0,Medina,1330.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-07-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242880000'},"{'longitude': '-79.278905', 'needs_recoding': False, 'latitude': '42.34708'}"
31013242890000,13,24289,0,0,Lapp 3     ,Universal Resources Holdings Incorporated,778,GD,GW,AC,,2005-10-14T00:00:00,2005-10-24T00:00:00,2006-01-20T00:00:00,2006-01-23T00:00:00,2006-02-10T00:00:00,,2006-07-20T00:00:00,Released,Charlotte,Cassadaga,C,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3400.0,-79.271243,42.347524,-79.271243,42.347524,3439.0,3439.0,0.0,3439.0,1500.0,GD,1430.0,Medina,1330.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-07-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242890000'},"{'longitude': '-79.271243', 'needs_recoding': False, 'latitude': '42.347524'}"
31013242930000,13,24293,0,0,Hoisington 8     ,Universal Resources Holdings Incorporated,778,GD,GWP,PA,2008-09-09T00:00:00,2005-10-21T00:00:00,2005-11-10T00:00:00,2006-03-24T00:00:00,2006-10-04T00:00:00,2006-10-20T00:00:00,2008-09-09T00:00:00,2006-09-24T00:00:00,Released,Charlotte,Cassadaga,F,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,3590.0,-79.257174,42.328366,-79.257174,42.328366,3638.0,3638.0,0.0,3638.0,1685.0,GD,1620.0,Medina,1520.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2008-10-16T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242930000'},"{'longitude': '-79.257174', 'needs_recoding': False, 'latitude': '42.328366'}"
31013242940000,13,24294,0,0,Hoisington 6     ,Universal Resources Holdings Incorporated,778,GD,GW,AC,,2005-10-24T00:00:00,2005-11-10T00:00:00,2005-12-15T00:00:00,2005-12-19T00:00:00,2006-06-07T00:00:00,,2006-06-15T00:00:00,Released,Charlotte,Cassadaga,C,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3590.0,-79.255339,42.339867,-79.255339,42.339867,3643.0,3643.0,0.0,3643.0,1710.0,GD,1620.0,Medina,1520.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-10-23T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242940000'},"{'longitude': '-79.255339', 'needs_recoding': False, 'latitude': '42.339867'}"
31013242950000,13,24295,0,0,Hoisington 2     ,Universal Resources Holdings Incorporated,778,GD,GW,AC,,2005-10-21T00:00:00,2005-11-10T00:00:00,2005-12-12T00:00:00,2005-12-14T00:00:00,2006-02-01T00:00:00,,2006-06-12T00:00:00,Released,Charlotte,Cassadaga,C,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3540.0,-79.261555,42.343283,-79.261555,42.343283,3579.0,3579.0,0.0,3579.0,1635.0,GD,1620.0,Medina,1520.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-06-12T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242950000'},"{'longitude': '-79.261555', 'needs_recoding': False, 'latitude': '42.343283'}"
31013242960000,13,24296,0,0,Penhollow 3     ,Universal Resources Holdings Incorporated,778,GD,GW,AC,,2005-10-21T00:00:00,2005-11-10T00:00:00,2006-02-08T00:00:00,2006-02-11T00:00:00,2006-06-07T00:00:00,,2006-08-08T00:00:00,Released,Charlotte,Hamlet,A,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3800.0,-79.234663,42.339347,-79.234663,42.339347,3934.0,3934.0,0.0,3934.0,1966.0,GD,1620.0,Medina,1520.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-10-23T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242960000'},"{'longitude': '-79.234663', 'needs_recoding': False, 'latitude': '42.339347'}"
31013242970000,13,24297,0,0,Ames 1     ,McQuiggan Christine A. & Nalepa Rebecca A.,2604,GD,GW,AC,,2005-10-21T00:00:00,2005-11-10T00:00:00,2006-03-24T00:00:00,2006-09-27T00:00:00,2006-10-20T00:00:00,,2006-09-24T00:00:00,Released,Charlotte,Cassadaga,F,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3480.0,-79.274528,42.320455,-79.274528,42.320455,3568.0,3568.0,0.0,3568.0,1580.0,GD,1430.0,Medina,1330.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2011-04-25T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242970000'},"{'longitude': '-79.274528', 'needs_recoding': False, 'latitude': '42.320455'}"
31013242980000,13,24298,0,0,Horvath Unit 2     ,Ellington Energy Inc.,2232,GD,GW,AC,,2005-10-28T00:00:00,2005-11-15T00:00:00,2006-01-27T00:00:00,2006-02-01T00:00:00,2006-02-20T00:00:00,,2006-07-27T00:00:00,Released,Portland,Brocton,G,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2300.0,-79.47027799999998,42.399167,-79.47027799999998,42.399167,2250.0,2250.0,0.0,2250.0,638.0,GD,1050.0,Medina,950.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-08-01T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242980000'},"{'longitude': '-79.470278', 'needs_recoding': False, 'latitude': '42.399167'}"
31013242990000,13,24299,0,0,Patterson Unit 2     ,Ellington Energy Inc.,2232,GD,GW,AC,,2005-10-28T00:00:00,2005-11-15T00:00:00,2006-01-23T00:00:00,2006-01-26T00:00:00,2006-02-15T00:00:00,,2006-07-23T00:00:00,Released,Portland,Brocton,G,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2300.0,-79.482928,42.394117,-79.482928,42.394117,2250.0,2250.0,0.0,2250.0,638.0,GD,1050.0,Medina,950.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-07-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013242990000'},"{'longitude': '-79.482928', 'needs_recoding': False, 'latitude': '42.394117'}"
31013243000000,13,24300,0,0,Patterson Unit 3     ,Ellington Energy Inc.,2232,GD,GW,AC,,2005-11-23T00:00:00,2005-11-28T00:00:00,2006-02-01T00:00:00,2006-02-04T00:00:00,2006-02-25T00:00:00,,2006-08-01T00:00:00,Released,Portland,Brocton,G,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2300.0,-79.476325,42.393911,-79.476325,42.393911,2250.0,2250.0,0.0,2250.0,645.0,GD,1050.0,Medina,950.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2007-11-01T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013243000000'},"{'longitude': '-79.476325', 'needs_recoding': False, 'latitude': '42.393911'}"
31013243070000,13,24307,0,0,Lapp 4     ,Universal Resources Holdings Incorporated,778,GD,GW,AC,,2005-11-09T00:00:00,2005-11-15T00:00:00,2006-01-25T00:00:00,2006-01-30T00:00:00,2006-06-15T00:00:00,,2006-07-25T00:00:00,Released,Charlotte,Cassadaga,C,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3400.0,-79.28734199999998,42.341278,-79.28734199999998,42.341278,3410.0,3410.0,0.0,3410.0,1490.0,GD,1430.0,Medina,1330.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-10-23T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013243070000'},"{'longitude': '-79.287342', 'needs_recoding': False, 'latitude': '42.341278'}"
31013243080000,13,24308,0,0,Ulrich 2     ,Universal Resources Holdings Incorporated,778,GD,GW,AC,,2005-11-14T00:00:00,2005-11-23T00:00:00,2006-03-07T00:00:00,2006-03-09T00:00:00,2006-05-25T00:00:00,,2006-09-07T00:00:00,Released,Charlotte,Cassadaga,F,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3750.0,-79.262656,42.32245,-79.262656,42.32245,3721.0,3721.0,0.0,3721.0,1735.0,GD,1620.0,Medina,1520.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-10-23T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013243080000'},"{'longitude': '-79.262656', 'needs_recoding': False, 'latitude': '42.32245'}"
31013243090000,13,24309,0,0,Smith 6     ,Universal Resources Holdings Incorporated,778,GD,GW,AC,,2005-11-14T00:00:00,2005-11-23T00:00:00,2006-02-21T00:00:00,2006-02-25T00:00:00,2006-04-27T00:00:00,,2006-08-21T00:00:00,Released,Charlotte,Hamlet,D,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3600.0,-79.241094,42.307194,-79.241094,42.307194,3664.0,3664.0,0.0,3664.0,1577.0,GD,1620.0,Medina,1520.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-08-21T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013243090000'},"{'longitude': '-79.241094', 'needs_recoding': False, 'latitude': '42.307194'}"
31013243100000,13,24310,0,0,Kocur 1     ,Chautauqua Energy Drilling Inc.,2752,GD,GW,AC,,2005-11-09T00:00:00,2005-11-09T00:00:00,2005-12-03T00:00:00,2005-12-07T00:00:00,2005-12-07T00:00:00,,2006-06-03T00:00:00,Released,Carroll,Jamestown,F,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,4900.0,-79.125595,42.046589,-79.125595,42.046589,4720.0,4720.0,0.0,4720.0,1570.0,GD,2000.0,Medina,1900.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2014-12-19T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013243100000'},"{'longitude': '-79.125595', 'needs_recoding': False, 'latitude': '42.046589'}"
31013243110000,13,24311,0,0,Dewey 2     ,Empire Energy E&P LLC,2544,GD,GW,AC,,2005-11-15T00:00:00,2006-02-28T00:00:00,2006-04-25T00:00:00,2006-06-20T00:00:00,2006-06-29T00:00:00,,2006-10-25T00:00:00,Released,Sherman,Clymer,C,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3940.0,-79.627042,42.120694,-79.627042,42.120694,3969.0,3969.0,0.0,3969.0,1525.0,GD,1620.0,Medina,1520.0,Exempt from Title 5; variance needed from 6 NYCRR 533.1(a),98.0,,,2013-02-21T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013243110000'},"{'longitude': '-79.627042', 'needs_recoding': False, 'latitude': '42.120694'}"
31013243120000,13,24312,0,0,Woodrick 2     ,Empire Energy E&P LLC,2544,GD,GW,AC,,2005-11-15T00:00:00,2006-02-28T00:00:00,2006-04-10T00:00:00,2006-06-14T00:00:00,2006-06-29T00:00:00,,2006-10-10T00:00:00,Released,Sherman,South Ripley,I,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3900.0,-79.641701,42.144249,-79.641701,42.144249,3930.0,3930.0,0.0,3930.0,1605.0,GD,1620.0,Medina,1520.0,Exempt from Title 5; variance needed from 6 NYCRR 533.1(a),146.8,,,2013-02-21T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013243120000'},"{'longitude': '-79.641701', 'needs_recoding': False, 'latitude': '42.144249'}"
31013243350000,13,24335,0,0,Hahn 1     ,U. S. Energy Development Corporation,708,GD,GW,AC,,2005-11-14T00:00:00,2005-11-23T00:00:00,2006-01-11T00:00:00,2006-01-23T00:00:00,2006-02-08T00:00:00,,2006-07-11T00:00:00,Released,Hanover,Perrysburg,A,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2910.0,-79.119003,42.467933,-79.119003,42.467933,2892.0,2892.0,0.0,2892.0,1267.0,GD,1240.0,Medina,1140.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-07-12T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013243350000'},"{'longitude': '-79.119003', 'needs_recoding': False, 'latitude': '42.467933'}"
31013243360000,13,24336,0,0,Brown 2     ,U. S. Energy Development Corporation,708,GD,GW,AC,,2005-11-14T00:00:00,2005-12-01T00:00:00,2005-12-27T00:00:00,2006-01-03T00:00:00,2006-01-25T00:00:00,,2006-06-27T00:00:00,Released,Hanover,Perrysburg,A,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2845.0,-79.114053,42.470811,-79.114053,42.470811,2866.0,2866.0,0.0,2866.0,1235.0,GD,1240.0,Medina,1140.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-06-27T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013243360000'},"{'longitude': '-79.114053', 'needs_recoding': False, 'latitude': '42.470811'}"
31013243370000,13,24337,0,0,Ellis 1     ,U. S. Energy Development Corporation,708,GD,GW,AC,,2005-11-14T00:00:00,2005-11-23T00:00:00,2006-01-03T00:00:00,2006-01-03T00:00:00,2006-01-10T00:00:00,,2006-07-03T00:00:00,Released,Hanover,Perrysburg,A,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2785.0,-79.119667,42.472608,-79.119667,42.472608,2825.0,2825.0,0.0,2825.0,1215.0,GD,1240.0,Medina,1140.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2015-05-21T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013243370000'},"{'longitude': '-79.119667', 'needs_recoding': False, 'latitude': '42.472608'}"
31013243380000,13,24338,0,0,Brown 1     ,U. S. Energy Development Corporation,708,GD,GW,AC,,2005-11-14T00:00:00,2005-11-23T00:00:00,2005-12-13T00:00:00,2005-12-22T00:00:00,2006-01-20T00:00:00,,2006-06-13T00:00:00,Released,Hanover,Perrysburg,A,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2904.0,-79.093089,42.477433,-79.093089,42.477433,2909.0,2909.0,0.0,2909.0,1275.0,GD,1240.0,Medina,1140.0,Exempt from Title 5; complies with 6 NYCRR 553.1(a),,No integration order required,,2006-06-16T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013243380000'},"{'longitude': '-79.093089', 'needs_recoding': False, 'latitude': '42.477433'}"
